narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,split,noun_class_key,verb_class_key
P13_09_55,P13,P13_09,00:08:49.060,00:08:45.37,00:08:51.08,31522,31864,move sausages with tongs,move,11,sausage,86,"['sausage', 'tongs']","[86, 142]",train,sausage,move
P13_09_56,P13,P13_09,00:08:54.240,00:08:52.50,00:08:54.76,31950,32085,put down tongs,put-down,1,tongs,142,['tongs'],[142],train,tongs,put
P13_09_6,P13,P13_09,00:01:26.520,00:01:23.34,00:01:29.86,5000,5391,wash wooden spoon,wash,2,spoon:wooden,1,['spoon:wooden'],[1],train,spoon,wash
P13_09_7,P13,P13_09,00:01:53.899,00:01:51.81,00:01:58.32,6708,7099,pour water in pan,pour-in,9,water,27,"['water', 'pan']","[27, 5]",train,water,pour
P13_09_8,P13,P13_09,00:02:04.149,00:01:59.60,00:02:11.63,7176,7897,measure water depth,measure,69,depth:water,27,['depth:water'],[27],train,water,measure
P13_09_9,P13,P13_09,00:02:20.580,00:02:14.43,00:02:18.93,8065,8335,put pan in cooker,put-in,5,pan,5,"['pan', 'cooker']","[5, 46]",train,pan,insert
P13_10_0,P13,P13_10,00:00:01.579,00:00:00.18,00:00:01.63,10,97,pick up tongs,pick-up,0,tongs,142,['tongs'],[142],train,tongs,take
P13_10_1,P13,P13_10,00:00:05.430,00:00:03.66,00:00:04.85,219,291,put down tongs,put-down,1,tongs,142,['tongs'],[142],train,tongs,put
P13_10_10,P13,P13_10,00:00:55.979,00:00:50.93,00:00:52.14,3055,3128,close,close,4,tongs,142,['tongs'],[142],train,tongs,close
P13_10_11,P13,P13_10,00:00:59.160,00:00:57.80,00:00:59.25,3468,3555,pick up tomato tin,pick-up,0,tin:tomato,61,['tin:tomato'],[61],train,can,take
P13_10_12,P13,P13_10,00:01:01.269,00:00:58.68,00:01:00.04,3520,3602,close fridge,close,4,fridge,12,['fridge'],[12],train,fridge,close
P13_10_13,P13,P13_10,00:01:09.300,00:01:09.15,00:01:09.79,4149,4187,put cheese on hamburger,put-on,1,cheese,32,"['cheese', 'hamburger']","[32, 139]",train,cheese,put
P13_10_14,P13,P13_10,00:01:18.620,00:01:18.25,00:01:20.93,4695,4855,throw paper in trash,throw-in,13,paper,49,"['paper', 'trash']","[49, 54]",train,paper,throw
P13_10_15,P13,P13_10,00:01:27.810,00:01:25.56,00:01:27.00,5133,5220,grab spoon,grab,0,spoon,1,['spoon'],[1],train,spoon,take
P13_10_16,P13,P13_10,00:01:31.500,00:01:30.88,00:01:32.15,5452,5529,open tomato tin,open,3,tin:tomato,61,['tin:tomato'],[61],train,can,open
P13_10_17,P13,P13_10,00:01:34.920,00:01:33.14,00:01:35.46,5588,5727,take tomato,take,0,tomato,43,['tomato'],[43],train,tomato,take
P13_10_18,P13,P13_10,00:01:36.140,00:01:35.83,00:01:38.09,5749,5885,put tomato on hamburger bread,put-on,1,tomato,43,"['tomato', 'bread:hamburger']","[43, 33]",train,tomato,put
P13_10_19,P13,P13_10,00:01:57.270,00:01:56.47,00:01:57.48,6988,7048,put down spoon in sink,put-down,1,spoon,1,"['spoon', 'sink']","[1, 63]",train,spoon,put
P13_10_2,P13,P13_10,00:00:07.799,00:00:06.79,00:00:07.89,407,473,pick up plate,pick-up,0,plate,2,['plate'],[2],train,plate,take
P13_10_20,P13,P13_10,00:02:00.940,00:01:59.12,00:02:03.53,7147,7411,cover tomato can,cover,36,can:tomato,61,['can:tomato'],[61],train,can,wrap
P13_10_21,P13,P13_10,00:02:08.700,00:02:07.83,00:02:09.19,7669,7751,take tomato can,take,0,can:tomato,61,['can:tomato'],[61],train,can,take
P13_10_22,P13,P13_10,00:02:10.690,00:02:10.63,00:02:11.47,7837,7888,open refrigerator,open,3,refrigerator,12,['refrigerator'],[12],train,fridge,open
P13_10_23,P13,P13_10,00:02:12.940,00:02:12.09,00:02:14.85,7925,8091,put tomato can in refrigerator,put-in,5,tomato,43,"['tomato', 'refrigerator']","[43, 12]",train,tomato,insert
P13_10_24,P13,P13_10,00:02:16.550,00:02:16.92,00:02:17.81,8215,8268,close refrigerator,close,4,refrigerator,12,['refrigerator'],[12],train,fridge,close
P13_10_25,P13,P13_10,00:02:25.660,00:02:24.24,00:02:25.77,8654,8746,take sausage with tongs,take-with,0,sausage,86,"['sausage', 'tongs']","[86, 142]",train,sausage,take
P13_10_26,P13,P13_10,00:02:27.870,00:02:26.16,00:02:27.54,8769,8852,put sausage on hamburger,put-on,1,sausage,86,"['sausage', 'hamburger']","[86, 139]",train,sausage,put
P13_10_27,P13,P13_10,00:02:42.560,00:02:41.72,00:02:43.34,9703,9800,close hamburger,close,4,hamburger,139,['hamburger'],[139],train,burger,close
P13_10_28,P13,P13_10,00:02:52.110,00:02:50.92,00:02:52.38,10255,10342,put down tongs on sink,put-down,1,tongs,142,"['tongs', 'sink']","[142, 63]",train,tongs,put
P13_10_3,P13,P13_10,00:00:08.799,00:00:07.99,00:00:09.42,479,565,put plate on table,put-on,1,plate,2,"['plate', 'table']","[2, 42]",train,plate,put
P13_10_4,P13,P13_10,00:00:10.840,00:00:09.79,00:00:11.35,587,681,open fridge,open,3,fridge,12,['fridge'],[12],train,fridge,open
P13_10_5,P13,P13_10,00:00:19.170,00:00:14.72,00:00:19.36,883,1161,pick up hamburger bun,pick-up,0,bun:hamburger,33,['bun:hamburger'],[33],train,bread,take
P13_10_6,P13,P13_10,00:00:29.630,00:00:28.49,00:00:35.54,1709,2132,take hamburger bun from bag,take-from,0,bun:hamburger,33,"['bun:hamburger', 'bag']","[33, 19]",train,bread,take
P13_10_7,P13,P13_10,00:00:43.620,00:00:39.74,00:00:42.63,2384,2557,close bag,close,4,bag,19,['bag'],[19],train,bag,close
P13_10_8,P13,P13_10,00:00:46.070,00:00:45.12,00:00:47.45,2707,2847,put bag in fridge,put-in,5,bag,19,"['bag', 'fridge']","[19, 12]",train,bag,insert
P13_10_9,P13,P13_10,00:00:51.119,00:00:48.84,00:00:51.15,2930,3069,take cheese,take,0,cheese,32,['cheese'],[32],train,cheese,take
P14_01_0,P14,P14_01,00:00:03.199,00:00:01.23,00:00:04.18,73,250,light a cooker,light,6,cooker,46,['cooker'],[46],train,oven,turn-on
P14_01_1,P14,P14_01,00:00:06.009,00:00:04.20,00:00:05.45,252,327,fix paella,fix,64,paella,34,['paella'],[34],train,food,attach
P14_01_10,P14,P14_01,00:01:03.460,00:01:01.87,00:01:04.37,3712,3862,take a knife,take,0,knife,4,['knife'],[4],train,knife,take
P14_01_11,P14,P14_01,00:01:14.079,00:01:13.10,00:01:15.48,4386,4528,take steak,take,0,steak,217,['steak'],[217],train,beef,take
P14_01_12,P14,P14_01,00:01:18.459,00:01:16.12,00:01:19.10,4567,4746,put steak in paella,put-in,5,steak,217,"['steak', 'paella']","[217, 34]",train,beef,insert
P14_01_13,P14,P14_01,00:01:22.270,00:01:20.64,00:01:24.14,4838,5048,take steak,take,0,steak,217,['steak'],[217],train,beef,take
P14_01_14,P14,P14_01,00:01:25.079,00:01:24.13,00:01:26.74,5047,5204,put steak in paella,put-in,5,steak,217,"['steak', 'paella']","[217, 34]",train,beef,insert
P14_01_15,P14,P14_01,00:01:31.609,00:01:30.32,00:01:32.24,5419,5534,open freezer,open,3,freezer,113,['freezer'],[113],train,freezer,open
P14_01_16,P14,P14_01,00:01:37.149,00:01:35.42,00:01:37.54,5725,5852,close freezer,close,4,freezer,113,['freezer'],[113],train,freezer,close
P14_01_2,P14,P14_01,00:00:09.280,00:00:05.66,00:00:14.38,339,862,put oil,put,1,oil,31,['oil'],[31],train,oil,put
P14_01_3,P14,P14_01,00:00:17.400,00:00:14.39,00:00:18.73,863,1123,close bottle,close,4,bottle,15,['bottle'],[15],train,bottle,close
P14_01_4,P14,P14_01,00:00:22.380,00:00:19.22,00:00:23.15,1153,1389,put down bottle,put-down,1,bottle,15,['bottle'],[15],train,bottle,put
P14_01_5,P14,P14_01,00:00:25.559,00:00:23.07,00:00:31.02,1384,1861,open box,open,3,box,23,['box'],[23],train,box,open
P14_01_6,P14,P14_01,00:00:36.680,00:00:31.12,00:00:45.84,1867,2750,open bag,open,3,bag,19,['bag'],[19],train,bag,open
P14_01_7,P14,P14_01,00:00:51.739,00:00:48.50,00:00:51.23,2910,3073,turn on the hood,turn-on,6,hood,179,['hood'],[179],train,fan:extractor,turn-on
P14_01_8,P14,P14_01,00:00:55.810,00:00:53.76,00:00:56.29,3225,3377,take dish,take,0,dish,2,['dish'],[2],train,plate,take
P14_01_9,P14,P14_01,00:01:01.770,00:00:59.69,00:01:00.82,3581,3649,pick up fork,pick-up,0,fork,14,['fork'],[14],train,fork,take
P14_02_0,P14,P14_02,00:00:03.520,00:00:02.22,00:00:03.47,133,208,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58],train,cutlery,take
P14_02_1,P14,P14_02,00:00:09.120,00:00:07.49,00:00:10.96,449,657,pick up steak,pick-up,0,steak,217,['steak'],[217],train,beef,take
P14_02_2,P14,P14_02,00:00:12.049,00:00:11.13,00:00:12.61,667,756,put steak on dish,put-on,1,steak,217,"['steak', 'dish']","[217, 2]",train,beef,put
P14_02_3,P14,P14_02,00:00:13.920,00:00:12.60,00:00:15.29,756,917,pick up steak,pick-up,0,steak,217,['steak'],[217],train,beef,take
P14_02_4,P14,P14_02,00:00:16.720,00:00:15.61,00:00:16.97,936,1018,put steak on dish,put-on,1,steak,217,"['steak', 'dish']","[217, 2]",train,beef,put
P14_02_5,P14,P14_02,00:00:22.820,00:00:20.34,00:00:23.13,1220,1387,turn off cooker,turn-off,8,cooker,46,['cooker'],[46],train,oven,turn-off
P14_02_6,P14,P14_02,00:00:21.190,00:00:20.40,00:00:22.02,1224,1321,stir paella,stir,10,paella,34,['paella'],[34],train,food,mix
P14_02_7,P14,P14_02,00:00:30.010,00:00:27.98,00:00:29.84,1678,1790,put dish on table,put-on,1,dish,2,"['dish', 'table']","[2, 42]",train,plate,put
P14_03_0,P14,P14_03,00:00:02.800,00:00:03.20,00:00:05.29,192,317,pick up plate,pick-up,0,plate,2,['plate'],[2],train,plate,take
P14_03_1,P14,P14_03,00:00:09.380,00:00:08.89,00:00:12.24,533,734,put down plate,put-down,1,plate,2,['plate'],[2],train,plate,put
P14_04_0,P14,P14_04,00:00:03.689,00:00:00.72,00:00:01.80,43,108,take fork,take,0,fork,14,['fork'],[14],train,fork,take
P14_04_1,P14,P14_04,00:00:06.609,00:00:02.45,00:00:04.56,147,273,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_04_10,P14,P14_04,00:00:57.969,00:00:54.79,00:00:56.21,3287,3372,put down knife,put-down,1,knife,4,['knife'],[4],train,knife,put
P14_04_11,P14,P14_04,00:00:59.539,00:00:56.96,00:00:59.34,3417,3560,take pot,take,0,pot,29,['pot'],[29],train,pot,take
P14_04_12,P14,P14_04,00:01:02.149,00:00:58.34,00:00:59.93,3500,3595,close tap,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_04_13,P14,P14_04,00:01:04.629,00:00:59.84,00:01:00.61,3590,3636,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],train,sponge,take
P14_04_14,P14,P14_04,00:01:07.530,00:01:00.89,00:01:09.36,3653,4161,wash paella,wash,2,paella,34,['paella'],[34],train,food,wash
P14_04_15,P14,P14_04,00:01:13.820,00:01:09.06,00:01:14.19,4143,4451,open water,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_04_16,P14,P14_04,00:01:40.490,00:01:16.84,00:01:17.94,4610,4676,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],train,sponge,take
P14_04_17,P14,P14_04,00:01:54.040,00:01:27.55,00:01:28.70,5253,5322,put down sponge,put-down,1,sponge,9,['sponge'],[9],train,sponge,put
P14_04_18,P14,P14_04,00:02:09.479,00:02:01.73,00:02:03.26,7303,7395,pick up scrubber,pick-up,0,scrubber,9,['scrubber'],[9],train,sponge,take
P14_04_19,P14,P14_04,00:02:13.520,00:02:10.57,00:02:12.21,7834,7932,open drawer,open,3,drawer,8,['drawer'],[8],train,drawer,open
P14_04_2,P14,P14_04,00:00:07.800,00:00:04.35,00:00:10.18,261,610,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_04_20,P14,P14_04,00:02:17.690,00:02:11.98,00:02:14.86,7918,8091,put down paella,put-down,1,paella,34,['paella'],[34],train,food,put
P14_04_21,P14,P14_04,00:02:18.690,00:02:14.56,00:02:16.94,8073,8216,close drawer,close,4,drawer,8,['drawer'],[8],train,drawer,close
P14_04_3,P14,P14_04,00:00:12.959,00:00:10.79,00:00:16.04,647,962,wash fork,wash,2,fork,14,['fork'],[14],train,fork,wash
P14_04_4,P14,P14_04,00:00:19.590,00:00:15.94,00:00:17.55,956,1053,put down sponge,put-down,1,sponge,9,['sponge'],[9],train,sponge,put
P14_04_5,P14,P14_04,00:00:20.590,00:00:18.78,00:00:20.80,1126,1248,close tap,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_04_6,P14,P14_04,00:00:30.420,00:00:26.85,00:00:27.98,1611,1678,put down fork,put-down,1,fork,14,['fork'],[14],train,fork,put
P14_04_7,P14,P14_04,00:00:32.910,00:00:27.95,00:00:29.76,1677,1785,grab knife,grab,0,knife,4,['knife'],[4],train,knife,take
P14_04_8,P14,P14_04,00:00:35.940,00:00:29.66,00:00:48.27,1779,2896,wash knife,wash,2,knife,4,['knife'],[4],train,knife,wash
P14_04_9,P14,P14_04,00:00:53.399,00:00:47.06,00:00:51.26,2823,3075,put down sponge,put-down,1,sponge,9,['sponge'],[9],train,sponge,put
P14_05_0,P14,P14_05,00:00:03.270,00:00:02.55,00:00:03.97,153,238,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],train,bowl,take
P14_05_1,P14,P14_05,00:00:05.730,00:00:04.07,00:00:06.25,244,375,pick up another bowl,pick-up,0,bowl,7,['bowl'],[7],train,bowl,take
P14_05_11,P14,P14_05,00:00:58.989,00:00:57.39,00:01:03.25,3443,3795,put cereals in bowl,put-in,5,cereal,99,"['cereal', 'bowl']","[99, 7]",train,cereal,insert
P14_05_12,P14,P14_05,00:01:00.489,00:01:05.72,00:01:06.94,3943,4016,take a spoon,take,0,spoon,1,['spoon'],[1],train,spoon,take
P14_05_13,P14,P14_05,00:01:09.079,00:01:07.00,00:01:09.48,4020,4168,put spoon in bowl,put-in,5,spoon,1,"['spoon', 'bowl']","[1, 7]",train,spoon,insert
P14_05_2,P14,P14_05,00:00:11.980,00:00:07.96,00:00:10.17,477,610,put down bowl,put-down,1,bowl,7,['bowl'],[7],train,bowl,put
P14_05_3,P14,P14_05,00:00:14.000,00:00:13.47,00:00:15.92,808,955,open fridge,open,3,fridge,12,['fridge'],[12],train,fridge,open
P14_05_4,P14,P14_05,00:00:18.740,00:00:14.83,00:00:19.48,889,1168,pick up milk,pick-up,0,milk,64,['milk'],[64],train,milk,take
P14_05_5,P14,P14_05,00:00:22.690,00:00:22.40,00:00:23.78,1344,1426,put down milk,put-down,1,milk,64,['milk'],[64],train,milk,put
P14_05_6,P14,P14_05,00:00:30.090,00:00:28.28,00:00:31.97,1696,1918,open milk,open,3,milk,64,['milk'],[64],train,milk,open
P14_05_7,P14,P14_05,00:00:34.530,00:00:32.75,00:00:45.01,1965,2700,pour milk in bowl,pour-in,9,milk,64,"['milk', 'bowl']","[64, 7]",train,milk,pour
P14_05_8,P14,P14_05,00:00:49.950,00:00:48.37,00:00:49.91,2902,2994,open refrigerator,open,3,refrigerator,12,['refrigerator'],[12],train,fridge,open
P14_05_9,P14,P14_05,00:00:50.950,00:00:49.77,00:00:52.60,2986,3156,put down milk,put-down,1,milk,64,['milk'],[64],train,milk,put
P14_07_0,P14,P14_07,00:00:06.990,00:00:02.75,00:00:05.90,165,354,put down bowl,put-down,1,bowl,7,['bowl'],[7],train,bowl,put
P14_07_1,P14,P14_07,00:00:09.340,00:00:06.08,00:00:07.64,364,458,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_07_10,P14,P14_07,00:01:21.049,00:01:18.31,00:01:19.71,4698,4782,turn off water,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_07_11,P14,P14_07,00:01:23.070,00:01:19.45,00:01:22.84,4767,4970,put down bowl,put-down,1,bowl,7,['bowl'],[7],train,bowl,put
P14_07_2,P14,P14_07,00:00:11.500,00:00:08.32,00:00:09.36,499,561,put down sponge,put-down,1,sponge,9,['sponge'],[9],train,sponge,put
P14_07_3,P14,P14_07,00:00:12.620,00:00:09.42,00:00:10.24,565,614,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_07_4,P14,P14_07,00:00:14.760,00:00:12.56,00:00:13.83,753,829,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_07_5,P14,P14_07,00:00:28.490,00:00:25.78,00:00:26.75,1546,1605,take spoon,take,0,spoon,1,['spoon'],[1],train,spoon,take
P14_07_6,P14,P14_07,00:00:31.890,00:00:28.75,00:00:44.90,1725,2694,wash spoon,wash,2,spoon,1,['spoon'],[1],train,spoon,wash
P14_07_7,P14,P14_07,00:00:47.890,00:00:45.15,00:00:46.59,2709,2795,put down spoon,put-down,1,spoon,1,['spoon'],[1],train,spoon,put
P14_07_8,P14,P14_07,00:00:49.260,00:00:46.52,00:00:47.54,2791,2852,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],train,bowl,take
P14_07_9,P14,P14_07,00:00:52.640,00:00:47.64,00:01:17.81,2858,4668,wash bowl,wash,2,bowl,7,['bowl'],[7],train,bowl,wash
P14_09_0,P14,P14_09,00:00:08.220,00:00:06.71,00:00:08.60,402,516,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_09_1,P14,P14_09,00:00:10.190,00:00:09.19,00:00:10.65,551,639,open water,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_10,P14,P14_09,00:01:23.400,00:01:23.28,00:01:24.21,4996,5052,take plate,take,0,plate,2,['plate'],[2],train,plate,take
P14_09_11,P14,P14_09,00:01:24.400,00:01:26.28,00:01:27.18,5176,5230,take fork,take,0,fork,14,['fork'],[14],train,fork,take
P14_09_12,P14,P14_09,00:01:28.400,00:01:27.77,00:01:28.51,5266,5310,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_13,P14,P14_09,00:01:30.190,00:01:28.83,00:01:29.58,5329,5374,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_09_14,P14,P14_09,00:01:32.409,00:01:30.41,00:01:34.00,5424,5640,wash fork,wash,2,fork,14,['fork'],[14],train,fork,wash
P14_09_15,P14,P14_09,00:01:35.190,00:01:34.10,00:01:37.79,5646,5867,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_16,P14,P14_09,00:01:48.940,00:01:47.68,00:01:48.60,6460,6516,close tap,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_09_17,P14,P14_09,00:01:50.299,00:01:49.19,00:01:49.93,6551,6595,put down sponge,put-down,1,sponge,9,['sponge'],[9],train,sponge,put
P14_09_18,P14,P14_09,00:01:52.060,00:01:50.13,00:01:50.66,6607,6639,take soap,take,0,soap,22,['soap'],[22],train,liquid:washing,take
P14_09_19,P14,P14_09,00:01:53.060,00:01:53.39,00:01:54.02,6803,6841,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_09_2,P14,P14_09,00:00:13.170,00:00:10.75,00:00:13.22,645,793,take paella,take,0,paella,34,['paella'],[34],train,food,take
P14_09_20,P14,P14_09,00:02:20.720,00:02:19.84,00:02:21.12,8390,8467,put down fork,put-down,1,fork,14,['fork'],[14],train,fork,put
P14_09_21,P14,P14_09,00:02:21.720,00:02:22.21,00:02:26.19,8532,8771,take bowl,take,0,bowl,7,['bowl'],[7],train,bowl,take
P14_09_22,P14,P14_09,00:02:26.920,00:02:26.15,00:02:28.26,8769,8895,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_23,P14,P14_09,00:02:32.060,00:02:27.51,00:02:52.50,8850,10350,wash bowl,wash,2,bowl,7,['bowl'],[7],train,bowl,wash
P14_09_24,P14,P14_09,00:03:01.340,00:02:57.92,00:03:11.17,10675,11470,wash spoon,wash,2,spoon,1,['spoon'],[1],train,spoon,wash
P14_09_25,P14,P14_09,00:03:12.099,00:03:08.74,00:03:13.71,11324,11622,put down spoon,put-down,1,spoon,1,['spoon'],[1],train,spoon,put
P14_09_26,P14,P14_09,00:03:09.340,00:03:08.90,00:03:10.55,11334,11433,close tap,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_09_27,P14,P14_09,00:03:13.300,00:03:13.66,00:03:15.18,11619,11710,take plate,take,0,plate,2,['plate'],[2],train,plate,take
P14_09_28,P14,P14_09,00:03:16.700,00:03:14.95,00:03:17.02,11697,11821,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_29,P14,P14_09,00:03:04.610,00:03:14.99,00:03:16.66,11699,11799,open tap,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_3,P14,P14_09,00:00:17.020,00:00:15.35,00:00:31.51,921,1890,clean paella,clean,2,paella,34,['paella'],[34],train,food,wash
P14_09_30,P14,P14_09,00:03:18.099,00:03:16.64,00:03:17.53,11798,11851,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_09_31,P14,P14_09,00:03:19.170,00:03:17.59,00:03:21.99,11855,12119,wash plate,wash,2,plate,2,['plate'],[2],train,plate,wash
P14_09_32,P14,P14_09,00:03:31.190,00:03:30.17,00:03:31.17,12610,12670,close tap,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_09_33,P14,P14_09,00:03:32.190,00:03:32.84,00:03:33.59,12770,12815,take sponge,take,0,sponge,9,['sponge'],[9],train,sponge,take
P14_09_34,P14,P14_09,00:03:57.930,00:03:56.40,00:04:04.04,14184,14642,put down plate,put-down,1,plate,2,['plate'],[2],train,plate,put
P14_09_35,P14,P14_09,00:04:08.629,00:04:05.41,00:04:10.25,14724,15015,dry hands,dry,14,hand,11,['hand'],[11],train,hand,dry
P14_09_4,P14,P14_09,00:00:37.320,00:00:35.40,00:00:37.00,2124,2220,open water,turn-on,6,tap,0,['tap'],[0],train,tap,turn-on
P14_09_5,P14,P14_09,00:00:43.840,00:00:41.32,00:00:44.14,2479,2648,close water,turn-off,8,tap,0,['tap'],[0],train,tap,turn-off
P14_09_6,P14,P14_09,00:01:12.100,00:01:11.17,00:01:14.84,4270,4490,dry paella,dry,14,paella,34,['paella'],[34],train,food,dry
P14_09_7,P14,P14_09,00:01:16.250,00:01:16.48,00:01:17.64,4588,4658,open drawer,open,3,drawer,8,['drawer'],[8],train,drawer,open
P14_09_8,P14,P14_09,00:01:17.890,00:01:17.74,00:01:19.29,4664,4757,put down paella,put-down,1,paella,34,['paella'],[34],train,food,put
P14_09_9,P14,P14_09,00:01:20.390,00:01:19.39,00:01:21.86,4763,4911,close drawer,close,4,drawer,8,['drawer'],[8],train,drawer,close
P15_01_0,P15,P15_01,00:00:02.250,00:00:03.04,00:00:04.49,182,269,open cupboard,open,3,cupboard,3,['cupboard'],[3],train,cupboard,open
P15_01_1,P15,P15_01,00:00:04.460,00:00:04.59,00:00:06.24,275,374,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],train,bowl,take
P15_01_2,P15,P15_01,00:00:09.750,00:00:09.55,00:00:10.79,573,647,open fridge,open,3,fridge,12,['fridge'],[12],train,fridge,open
P15_01_3,P15,P15_01,00:00:12.269,00:00:10.80,00:00:12.82,648,769,pick up milk,pick-up,0,milk,64,['milk'],[64],train,milk,take
P15_01_4,P15,P15_01,00:00:16.810,00:00:16.82,00:00:18.09,1009,1085,pick up cereal,pick-up,0,cereal,99,['cereal'],[99],train,cereal,take
P15_01_5,P15,P15_01,00:00:20.609,00:00:20.14,00:00:21.44,1208,1286,open drawer,open,3,drawer,8,['drawer'],[8],train,drawer,open
P15_01_6,P15,P15_01,00:00:23.810,00:00:21.08,00:00:24.54,1264,1472,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],train,spoon,take
P15_01_7,P15,P15_01,00:00:31.859,00:00:30.72,00:00:35.30,1843,2118,pour milk in bowl,pour-in,9,milk,64,"['milk', 'bowl']","[64, 7]",train,milk,pour
P15_01_8,P15,P15_01,00:00:41.000,00:00:37.65,00:00:44.27,2259,2656,put cereal into milk,put-into,5,cereal,99,"['cereal', 'milk']","[99, 64]",train,cereal,insert
P15_02_0,P15,P15_02,00:00:01.900,00:00:01.25,00:00:02.76,75,165,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],train,bowl,take
P15_02_1,P15,P15_02,00:00:05.000,00:00:04.02,00:00:09.34,241,560,clean bowl,clean,2,bowl,7,['bowl'],[7],train,bowl,wash
P15_02_10,P15,P15_02,00:00:51.940,00:00:51.28,00:00:53.79,3076,3227,pick up milk,pick-up,0,milk,64,['milk'],[64],train,milk,take
P15_02_11,P15,P15_02,00:00:54.370,00:00:53.84,00:00:55.35,3230,3321,open fridge,open,3,fridge,12,['fridge'],[12],train,fridge,open
P15_02_12,P15,P15_02,00:00:56.940,00:00:56.12,00:00:57.77,3367,3466,store milk,store,1,milk,64,['milk'],[64],train,milk,put
P15_02_13,P15,P15_02,00:01:01.760,00:01:00.09,00:01:01.59,3605,3695,pick up eggs,pick-up,0,egg,53,['egg'],[53],train,egg,take
P15_02_14,P15,P15_02,00:01:09.180,00:01:04.25,00:01:10.34,3855,4220,pick up vegetables,pick-up,0,vegetable,94,['vegetable'],[94],train,vegetable,take
P15_02_15,P15,P15_02,00:01:17.220,00:01:16.32,00:01:17.53,4579,4651,pick up board,pick-up,0,board,18,['board'],[18],train,board:chopping,take
P15_02_16,P15,P15_02,00:01:21.430,00:01:20.89,00:01:22.39,4853,4943,pick up knife,pick-up,0,knife,4,['knife'],[4],train,knife,take
P15_02_17,P15,P15_02,00:01:26.780,00:01:23.99,00:01:27.06,5039,5223,cut potato,cut,7,potato,30,['potato'],[30],train,potato,cut
P15_02_18,P15,P15_02,00:01:43.100,00:01:42.09,00:01:43.59,6125,6215,open drawer,open,3,drawer,8,['drawer'],[8],train,drawer,open
P15_02_19,P15,P15_02,00:01:46.360,00:01:43.69,00:01:46.69,6221,6401,pick up potato peeler,pick-up,0,peeler:potato,87,['peeler:potato'],[87],train,peeler:potato,take
P15_02_2,P15,P15_02,00:00:10.629,00:00:09.63,00:00:18.94,577,1136,put bowl in dishwasher,put-in,5,bowl,7,"['bowl', 'dishwasher']","[7, 70]",train,bowl,insert
P15_02_20,P15,P15_02,00:01:47.410,00:01:49.73,00:01:52.31,6583,6738,peel potato,peel,19,potato,30,['potato'],[30],train,potato,peel
P15_02_21,P15,P15_02,00:02:04.549,00:01:53.55,00:01:54.81,6813,6888,peel potato,peel,19,potato,30,['potato'],[30],train,potato,peel
P15_02_22,P15,P15_02,00:02:35.209,00:02:33.66,00:02:35.11,9219,9306,pick up onion,pick-up,0,onion,16,['onion'],[16],train,onion,take
P15_02_23,P15,P15_02,00:02:38.299,00:02:34.74,00:02:48.43,9284,10105,cut onion,cut,7,onion,16,['onion'],[16],train,onion,cut
P15_02_24,P15,P15_02,00:02:56.459,00:02:48.53,00:03:18.93,10111,11935,peel onion,peel,19,onion,16,['onion'],[16],train,onion,peel
P15_02_25,P15,P15_02,00:03:24.269,00:03:19.03,00:03:28.87,11941,12532,throw peeling in the trash,throw,13,trash,54,['trash'],[54],train,rubbish,throw
