sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,mask_area_ratio,skin_ratio_after_final,boundary_delta_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region,redraw_selfcheck_max_diff,path_overlay_inpainted,path_affordance_inpainted,tier
subaction_81_P01_109_81__episode_01_right__frame_012468_right,subaction_81_P01_109_81/episode_01_right/frame_012468_right,81,P01_109_81,right,min_hand_object_iou_pre_contact_fallback,12407,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/labels.json,49614c213631f66d551512f916d9ca848cba4e56666f56e2015798baa72e558e,2844bf92b83e8ab5c20eba84c46eb9ede8a32c731a82af2e5ee638aa30c2ab99,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_hand_mask.png,0.1867804276315789,0.6292430896409197,0.0,1.0,0.2688888888888889,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/vrb_style_affordance_inpainted.png,B
subaction_82_P01_109_82__episode_01_right__frame_012493_right,subaction_82_P01_109_82/episode_01_right/frame_012493_right,82,P01_109_82,right,min_hand_object_iou_pre_contact_fallback,12479,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/labels.json,c9c391dbbd99fde36a2e2251d38196cca4f7e98ce4ca5f5aa04148b83d798b7f,55c1d7dedc9fd1deb59fd2f6054bd282a76966a6f78100fae5878cbec0c2f837,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_hand_mask.png,0.1624520285087719,0.7901801694308556,0.0,0.0,0.1491111111111111,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/vrb_style_affordance_inpainted.png,B
subaction_83_P01_109_83__episode_01_right__frame_012578_right,subaction_83_P01_109_83/episode_01_right/frame_012578_right,83,P01_109_83,right,min_hand_object_iou_pre_contact_fallback,12479,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/labels.json,cfbca27e30fa3b53897da0804f0f10845348e6ad88ac37121664c41c649852a3,55c1d7dedc9fd1deb59fd2f6054bd282a76966a6f78100fae5878cbec0c2f837,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_hand_mask.png,0.1624520285087719,0.7901801694308556,0.0,0.7906403940886699,0.1846666666666666,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/vrb_style_affordance_inpainted.png,B
subaction_84_P01_109_84__episode_01_right__frame_012634_right,subaction_84_P01_109_84/episode_01_right/frame_012634_right,84,P01_109_84,right,min_hand_object_iou_pre_contact_fallback,12631,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/labels.json,32ba80c2f0408986ac03810d9dd3e6655685a046b4f94a1ab09dd1103ddeb220,3fc93ac789214859a569cf5959256f543e3975575761b245c2a0a18fe85fb429,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_hand_mask.png,0.1823344983552631,0.6916847509659663,0.0,0.9197994987468672,0.2870666666666667,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/vrb_style_affordance_inpainted.png,B
subaction_86_P01_109_86__episode_01_left__frame_012724_left,subaction_86_P01_109_86/episode_01_left/frame_012724_left,86,P01_109_86,left,min_hand_object_iou_pre_contact_fallback,12713,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/labels.json,e70eaff10497a4bd77d759f31ccd59fcc2d3c1aefd552e703a684a3831a03063,07edaaf87f215ce96c29c786d6067730aebb8d2c04facf8e181ea9dd17f64fc3,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_hand_mask.png,0.1451051946271929,0.6175879722636252,0.0,1.0,0.3909333333333333,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/vrb_style_affordance_inpainted.png,B
subaction_87_P01_109_87__episode_01_right__frame_012758_right,subaction_87_P01_109_87/episode_01_right/frame_012758_right,87,P01_109_87,right,min_hand_object_iou_pre_contact_fallback,12714,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/labels.json,128973156a44c3745977251525b0df47f5d96c78d6ff3b3655680d4104613656,81837c684342796e5d4427ad86088b7938adf11dc7bd0ba2589bd4e013399bbd,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_hand_mask.png,0.1458847313596491,0.6512586106998004,0.0,0.0,0.0147555555555555,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/vrb_style_affordance_inpainted.png,B
subaction_88_P01_109_88__episode_01_right__frame_012880_right,subaction_88_P01_109_88/episode_01_right/frame_012880_right,88,P01_109_88,right,min_hand_object_iou_pre_contact_fallback,12714,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/labels.json,07bee6cf018132ef541be15fb61d86720d2bdc234edd87482e808c2a085fcc4b,81837c684342796e5d4427ad86088b7938adf11dc7bd0ba2589bd4e013399bbd,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_hand_mask.png,0.1458847313596491,0.9544840018026138,0.0,0.8823529411764706,0.5224444444444445,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/vrb_style_affordance_inpainted.png,B
subaction_89_P01_109_89__episode_01_left__frame_012999_left,subaction_89_P01_109_89/episode_01_left/frame_012999_left,89,P01_109_89,left,min_hand_object_iou_pre_contact_fallback,12814,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/labels.json,f7d6a79c4242e4976efd2f96a551fbb1f007b1ad02287ed5176cb4c55cdc59cb,6b64792ce14df88808c2fc8f13ba41bcf51abf294ccf6e523c954be8abafa12a,final_inpainted_qc_failed,lama,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_hand_mask.png,0.1908151726973684,0.917850344120662,0.0,0.0,0.0284,False,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/vrb_style_affordance_inpainted.png,B
subaction_93_P01_109_93__episode_01_right__frame_013134_right,subaction_93_P01_109_93/episode_01_right/frame_013134_right,93,P01_109_93,right,min_hand_object_iou_pre_contact_fallback,13132,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/labels.json,3fe69944e6f14377597f1be3618c651bb356cae953e7df969c6effcda8eca191,0e1cb0fce61f7f056b6dbf304bd273522b0b3af85286275309afa7f353c70cbe,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_hand_mask.png,0.1214706688596491,0.9536375446573564,0.0,1.0,0.1450666666666666,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/vrb_style_affordance_inpainted.png,B
subaction_95_P01_109_95__episode_01_right__frame_015464_right,subaction_95_P01_109_95/episode_01_right/frame_015464_right,95,P01_109_95,right,min_hand_object_iou_pre_contact_fallback,15325,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/labels.json,57ac5f2633b39eb797f5ee5627ddadb78d0294ff1d1a14cb788fb6dd93e9a059,50ac8296077a8a35733e268881a88ec130609c32beec4973282646450c97b8e0,final_inpainted_qc_failed,sd,prefer_generated,False,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_hand_mask.png,0.1992444490131578,0.715365121081284,0.0,0.8727272727272727,0.6012,True,0,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-a/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/vrb_style_affordance_inpainted.png,B
